YEAR,MO,DY,Radiation2
1992,9,22,229.5833333
1992,9,23,217.5
1992,9,24,221.25
1992,9,25,214.5833333
1992,9,26,159.1666667
1992,9,27,243.3333333
1992,9,28,242.9166667
1992,9,29,242.9166667
1992,9,30,240
1992,10,1,245
1992,10,2,239.1666667
1992,10,3,233.3333333
1992,10,4,223.75
1992,10,5,220.8333333
1992,10,6,198.75
1992,10,7,197.9166667
1992,10,8,217.9166667
1992,10,9,207.9166667
1992,10,10,221.25
1992,10,11,221.6666667
1992,10,12,213.3333333
1992,10,13,204.1666667
1992,10,14,178.75
1992,10,15,174.1666667
1992,10,16,138.3333333
1992,10,17,203.3333333
1992,10,18,200.8333333
1992,10,19,206.25
1992,10,20,191.25
1992,10,21,187.0833333
1992,10,22,175.8333333
1992,10,23,182.5
1992,10,24,179.1666667
1992,10,25,178.3333333
1992,10,26,195.8333333
1992,10,27,129.1666667
1992,10,28,130
1992,10,29,149.1666667
1992,10,30,178.75
1992,10,31,177.0833333
1992,11,1,175.4166667
1992,11,2,180
1992,11,3,172.9166667
1992,11,4,116.6666667
1992,11,5,157.5
1992,11,6,149.5833333
1992,11,7,131.6666667
1992,11,8,173.75
1992,11,9,173.75
1992,11,10,120.8333333
1992,11,11,144.1666667
1992,11,12,117.9166667
1992,11,13,140
1992,11,14,75.41666667
1992,11,15,100.8333333
1992,11,16,159.5833333
1992,11,17,162.0833333
1992,11,18,138.3333333
1992,11,19,25.83333333
1992,11,20,70
1992,11,21,63.33333333
1992,11,22,125.4166667
1992,11,23,42.5
1992,11,24,139.1666667
1992,11,25,134.5833333
1992,11,26,140.8333333
1992,11,27,55.83333333
1992,11,28,75.41666667
1992,11,29,87.91666667
1992,11,30,71.66666667
1992,12,1,21.66666667
1992,12,2,37.08333333
1992,12,3,132.9166667
1992,12,4,67.91666667
1992,12,5,142.5
1992,12,6,94.16666667
1992,12,7,50
1992,12,8,97.5
1992,12,9,115.4166667
1992,12,10,97.91666667
1992,12,11,115.4166667
1992,12,12,77.91666667
1992,12,13,96.66666667
1992,12,14,30.83333333
1992,12,15,54.16666667
1992,12,16,112.9166667
1992,12,17,89.16666667
1992,12,18,115
1992,12,19,104.1666667
1992,12,20,117.0833333
1992,12,21,101.6666667
1992,12,22,107.0833333
1992,12,23,79.58333333
1992,12,24,50.41666667
1992,12,25,132.5
1992,12,26,84.58333333
1992,12,27,75
1992,12,28,64.58333333
1992,12,29,107.5
1992,12,30,116.25
1992,12,31,72.5
1993,1,1,56.25
1993,1,2,32.91666667
1993,1,3,73.75
1993,1,4,61.66666667
1993,1,5,130.4166667
1993,1,6,35.83333333
1993,1,7,52.91666667
1993,1,8,105.8333333
1993,1,9,45
1993,1,10,43.75
1993,1,11,142.5
1993,1,12,148.75
1993,1,13,126.6666667
1993,1,14,146.25
1993,1,15,131.6666667
1993,1,16,151.25
1993,1,17,152.0833333
1993,1,18,153.3333333
1993,1,19,154.1666667
1993,1,20,152.5
1993,1,21,142.5
1993,1,22,150.8333333
1993,1,23,144.1666667
1993,1,24,149.1666667
1993,1,25,130.8333333
1993,1,26,57.5
1993,1,27,130
1993,1,28,136.6666667
1993,1,29,170
1993,1,30,153.3333333
1993,1,31,36.25
1993,2,1,124.1666667
1993,2,2,113.75
1993,2,3,154.1666667
1993,2,4,173.3333333
1993,2,5,182.5
1993,2,6,172.9166667
1993,2,7,156.25
1993,2,8,45.41666667
1993,2,9,82.08333333
1993,2,10,61.66666667
1993,2,11,183.75
1993,2,12,125.4166667
1993,2,13,162.5
1993,2,14,161.25
1993,2,15,100.8333333
1993,2,16,82.08333333
1993,2,17,132.0833333
1993,2,18,80
1993,2,19,44.16666667
1993,2,20,100.4166667
1993,2,21,163.75
1993,2,22,87.08333333
1993,2,23,200.4166667
1993,2,24,122.5
1993,2,25,182.0833333
1993,2,26,105.4166667
1993,2,27,221.25
1993,2,28,210
1993,3,1,233.75
1993,3,2,227.9166667
1993,3,3,235
1993,3,4,201.6666667
1993,3,5,221.6666667
1993,3,6,121.25
1993,3,7,152.0833333
1993,3,8,115.8333333
1993,3,9,79.58333333
1993,3,10,258.75
1993,3,11,173.75
1993,3,12,254.5833333
1993,3,13,210
1993,3,14,235.8333333
1993,3,15,222.5
1993,3,16,217.9166667
1993,3,17,238.75
1993,3,18,223.3333333
1993,3,19,262.9166667
1993,3,20,157.5
1993,3,21,272.5
1993,3,22,284.5833333
1993,3,23,286.6666667
1993,3,24,282.9166667
1993,3,25,288.3333333
1993,3,26,264.1666667
1993,3,27,278.3333333
1993,3,28,181.6666667
1993,3,29,207.9166667
1993,3,30,270
1993,3,31,231.6666667
1993,4,1,240
1993,4,2,231.6666667
1993,4,3,287.5
1993,4,4,274.1666667
1993,4,5,302.9166667
1993,4,6,245.4166667
1993,4,7,220.8333333
1993,4,8,149.1666667
1993,4,9,215
1993,4,10,146.6666667
1993,4,11,296.6666667
1993,4,12,222.0833333
1993,4,13,291.6666667
1993,4,14,292.5
1993,4,15,265
1993,4,16,196.25
1993,4,17,200.4166667
1993,4,18,131.6666667
1993,4,19,219.1666667
1993,4,20,327.5
1993,4,21,325.8333333
1993,4,22,337.9166667
1993,4,23,332.9166667
1993,4,24,246.25
1993,4,25,214.1666667
1993,4,26,312.5
1993,4,27,273.75
1993,4,28,282.9166667
1993,4,29,310.8333333
1993,4,30,317.9166667
1993,5,1,290
1993,5,2,155
1993,5,3,294.1666667
1993,5,4,167.9166667
1993,5,5,107.5
1993,5,6,282.9166667
1993,5,7,238.75
1993,5,8,124.5833333
1993,5,9,301.25
1993,5,10,251.6666667
1993,5,11,229.5833333
1993,5,12,277.5
1993,5,13,224.1666667
1993,5,14,85.83333333
1993,5,15,179.1666667
1993,5,16,325.8333333
1993,5,17,296.25
1993,5,18,295.8333333
1993,5,19,336.6666667
1993,5,20,347.9166667
1993,5,21,341.6666667
1993,5,22,341.25
1993,5,23,328.3333333
1993,5,24,331.6666667
1993,5,25,216.25
1993,5,26,314.5833333
1993,5,27,309.1666667
1993,5,28,364.1666667
1993,5,29,365
1993,5,30,299.1666667
1993,5,31,358.75
1993,6,1,345.4166667
1993,6,2,338.3333333
1993,6,3,367.9166667
1993,6,4,347.9166667
1993,6,5,327.9166667
1993,6,6,219.1666667
1993,6,7,336.6666667
1993,6,8,311.25
1993,6,9,369.5833333
1993,6,10,362.0833333
1993,6,11,351.25
1993,6,12,373.75
1993,6,13,367.0833333
1993,6,14,366.25
1993,6,15,361.6666667
1993,6,16,351.25
1993,6,17,291.6666667
1993,6,18,338.3333333
1993,6,19,339.1666667
1993,6,20,364.1666667
1993,6,21,373.75
1993,6,22,375.4166667
1993,6,23,370.8333333
1993,6,24,374.1666667
1993,6,25,374.5833333
1993,6,26,351.6666667
1993,6,27,316.25
1993,6,28,324.1666667
1993,6,29,343.75
1993,6,30,333.75
1993,7,1,345.4166667
1993,7,2,328.75
1993,7,3,361.25
1993,7,4,371.25
1993,7,5,373.75
1993,7,6,358.3333333
1993,7,7,352.9166667
1993,7,8,339.5833333
1993,7,9,328.75
1993,7,10,330.4166667
1993,7,11,365
1993,7,12,366.6666667
1993,7,13,340.4166667
1993,7,14,342.5
1993,7,15,338.75
1993,7,16,355
1993,7,17,359.5833333
1993,7,18,361.25
1993,7,19,347.5
1993,7,20,349.5833333
1993,7,21,342.5
1993,7,22,329.5833333
1993,7,23,322.9166667
1993,7,24,312.9166667
1993,7,25,311.25
1993,7,26,310
1993,7,27,300.8333333
1993,7,28,312.0833333
1993,7,29,308.3333333
1993,7,30,328.3333333
1993,7,31,338.75
1993,8,1,322.0833333
1993,8,2,328.75
1993,8,3,340.8333333
1993,8,4,341.6666667
1993,8,5,338.3333333
1993,8,6,319.1666667
1993,8,7,295.8333333
1993,8,8,284.1666667
1993,8,9,307.0833333
1993,8,10,284.1666667
1993,8,11,293.3333333
1993,8,12,287.5
1993,8,13,309.1666667
1993,8,14,317.5
1993,8,15,286.25
1993,8,16,322.0833333
1993,8,17,319.5833333
1993,8,18,305.8333333
1993,8,19,308.75
1993,8,20,297.0833333
1993,8,21,285.4166667
1993,8,22,292.0833333
1993,8,23,320
1993,8,24,293.3333333
1993,8,25,287.5
1993,8,26,281.6666667
1993,8,27,294.5833333
1993,8,28,272.5
1993,8,29,277.5
1993,8,30,276.25
1993,8,31,265.8333333
1993,9,1,297.5
1993,9,2,269.5833333
1993,9,3,265.4166667
1993,9,4,266.6666667
1993,9,5,279.5833333
1993,9,6,265
1993,9,7,277.0833333
1993,9,8,282.9166667
1993,9,9,289.1666667
1993,9,10,288.3333333
1993,9,11,284.5833333
1993,9,12,280
1993,9,13,263.3333333
1993,9,14,252.5
1993,9,15,256.25
1993,9,16,265
1993,9,17,246.25
1993,9,18,253.3333333
1993,9,19,254.5833333
1993,9,20,246.6666667
1993,9,21,248.75
1993,9,22,258.3333333
1993,9,23,258.75
1993,9,24,256.25
1993,9,25,253.75
1993,9,26,249.5833333
1993,9,27,244.5833333
1993,9,28,234.5833333
1993,9,29,221.6666667
1993,9,30,207.5
1993,10,1,236.25
1993,10,2,217.5
1993,10,3,213.3333333
1993,10,4,224.5833333
1993,10,5,185.8333333
1993,10,6,220
1993,10,7,222.5
1993,10,8,222.0833333
1993,10,9,211.6666667
1993,10,10,231.6666667
1993,10,11,222.0833333
1993,10,12,215.8333333
1993,10,13,208.75
1993,10,14,197.0833333
1993,10,15,211.25
1993,10,16,215.8333333
1993,10,17,206.6666667
1993,10,18,200.4166667
1993,10,19,202.5
1993,10,20,195
1993,10,21,188.75
1993,10,22,183.75
1993,10,23,178.75
1993,10,24,181.25
1993,10,25,187.0833333
1993,10,26,177.0833333
1993,10,27,177.5
1993,10,28,171.25
1993,10,29,156.6666667
1993,10,30,104.1666667
1993,10,31,69.58333333
1993,11,1,166.25
1993,11,2,181.25
1993,11,3,174.1666667
1993,11,4,173.3333333
1993,11,5,175.4166667
1993,11,6,167.0833333
1993,11,7,166.6666667
1993,11,8,147.5
1993,11,9,146.25
1993,11,10,157.5
1993,11,11,109.1666667
1993,11,12,123.75
1993,11,13,155
1993,11,14,41.25
1993,11,15,126.6666667
1993,11,16,110.4166667
1993,11,17,27.08333333
1993,11,18,135.4166667
1993,11,19,100
1993,11,20,97.91666667
1993,11,21,140
1993,11,22,130
1993,11,23,148.3333333
1993,11,24,89.58333333
1993,11,25,124.5833333
1993,11,26,117.5
1993,11,27,142.9166667
1993,11,28,134.5833333
1993,11,29,109.5833333
1993,11,30,96.25
1993,12,1,70.41666667
1993,12,2,121.6666667
1993,12,3,119.1666667
1993,12,4,135.4166667
1993,12,5,135
1993,12,6,128.3333333
1993,12,7,93.33333333
1993,12,8,97.5
1993,12,9,96.66666667
1993,12,10,87.08333333
1993,12,11,115
1993,12,12,100.8333333
1993,12,13,63.33333333
1993,12,14,133.3333333
1993,12,15,129.1666667
1993,12,16,107.0833333
1993,12,17,80.83333333
1993,12,18,123.75
1993,12,19,127.0833333
1993,12,20,131.25
1993,12,21,131.6666667
1993,12,22,119.1666667
1993,12,23,131.25
1993,12,24,104.1666667
1993,12,25,85.41666667
1993,12,26,41.25
1993,12,27,123.3333333
1993,12,28,96.25
1993,12,29,91.66666667
1993,12,30,100.8333333
1993,12,31,43.33333333
1994,1,1,41.25
1994,1,2,125
1994,1,3,77.91666667
1994,1,4,86.25
1994,1,5,136.25
1994,1,6,96.25
1994,1,7,130
1994,1,8,140.4166667
1994,1,9,139.1666667
1994,1,10,58.33333333
1994,1,11,98.33333333
1994,1,12,81.66666667
1994,1,13,132.5
1994,1,14,31.66666667
1994,1,15,103.3333333
1994,1,16,115.8333333
1994,1,17,120.8333333
1994,1,18,113.3333333
1994,1,19,154.1666667
1994,1,20,150.4166667
1994,1,21,90.83333333
1994,1,22,131.6666667
1994,1,23,118.75
1994,1,24,140
1994,1,25,140.8333333
1994,1,26,140
1994,1,27,134.5833333
1994,1,28,20
1994,1,29,89.58333333
1994,1,30,34.58333333
1994,1,31,60.41666667
1994,2,1,166.25
1994,2,2,116.25
1994,2,3,145.4166667
1994,2,4,121.6666667
1994,2,5,167.9166667
1994,2,6,170
1994,2,7,102.5
1994,2,8,97.08333333
1994,2,9,123.75
1994,2,10,106.25
1994,2,11,44.58333333
1994,2,12,66.25
1994,2,13,153.3333333
1994,2,14,154.1666667
1994,2,15,103.75
1994,2,16,169.5833333
1994,2,17,197.0833333
1994,2,18,207.5
1994,2,19,200.8333333
1994,2,20,205.4166667
1994,2,21,132.5
1994,2,22,79.16666667
1994,2,23,172.0833333
1994,2,24,157.5
1994,2,25,125
1994,2,26,195.8333333
1994,2,27,204.1666667
1994,2,28,231.6666667
1994,3,1,228.3333333
1994,3,2,227.0833333
1994,3,3,168.3333333
1994,3,4,203.75
1994,3,5,187.0833333
1994,3,6,170.4166667
1994,3,7,247.5
1994,3,8,207.9166667
1994,3,9,130
1994,3,10,79.58333333
1994,3,11,157.9166667
1994,3,12,166.6666667
1994,3,13,213.3333333
1994,3,14,245.4166667
1994,3,15,259.5833333
1994,3,16,246.25
1994,3,17,210.4166667
1994,3,18,160
1994,3,19,242.5
1994,3,20,270
1994,3,21,253.75
1994,3,22,252.9166667
1994,3,23,211.25
1994,3,24,162.5
1994,3,25,274.1666667
1994,3,26,279.5833333
1994,3,27,279.1666667
1994,3,28,198.75
1994,3,29,94.58333333
1994,3,30,178.3333333
1994,3,31,141.6666667
1994,4,1,241.6666667
1994,4,2,247.0833333
1994,4,3,269.1666667
1994,4,4,294.5833333
1994,4,5,215.4166667
1994,4,6,205.4166667
1994,4,7,253.3333333
1994,4,8,243.75
1994,4,9,277.5
1994,4,10,287.5
1994,4,11,310.8333333
1994,4,12,318.75
1994,4,13,311.25
1994,4,14,306.6666667
1994,4,15,300.4166667
1994,4,16,147.0833333
1994,4,17,201.6666667
1994,4,18,249.5833333
1994,4,19,140
1994,4,20,192.9166667
1994,4,21,241.25
1994,4,22,172.5
1994,4,23,278.75
1994,4,24,211.6666667
1994,4,25,262.0833333
1994,4,26,287.5
1994,4,27,294.1666667
1994,4,28,340.4166667
1994,4,29,54.16666667
1994,4,30,297.5
1994,5,1,289.1666667
1994,5,2,274.5833333
1994,5,3,151.6666667
1994,5,4,296.25
1994,5,5,312.0833333
1994,5,6,312.0833333
1994,5,7,312.5
1994,5,8,232.9166667
1994,5,9,328.75
1994,5,10,268.75
1994,5,11,162.9166667
1994,5,12,291.25
1994,5,13,337.5
1994,5,14,336.25
1994,5,15,357.5
1994,5,16,360
1994,5,17,347.5
1994,5,18,363.3333333
1994,5,19,348.3333333
1994,5,20,348.75
1994,5,21,341.6666667
1994,5,22,351.25
1994,5,23,355
1994,5,24,327.9166667
1994,5,25,351.6666667
1994,5,26,357.9166667
1994,5,27,361.6666667
1994,5,28,362.5
1994,5,29,355.8333333
1994,5,30,331.6666667
1994,5,31,318.3333333
1994,6,1,331.6666667
1994,6,2,306.6666667
1994,6,3,363.75
1994,6,4,365
1994,6,5,335
1994,6,6,326.25
1994,6,7,335.8333333
1994,6,8,342.0833333
1994,6,9,360.4166667
1994,6,10,352.0833333
1994,6,11,350
1994,6,12,345.4166667
1994,6,13,353.3333333
1994,6,14,335.8333333
1994,6,15,310.8333333
1994,6,16,348.75
1994,6,17,344.1666667
1994,6,18,347.5
1994,6,19,349.1666667
1994,6,20,364.1666667
1994,6,21,357.9166667
1994,6,22,347.5
1994,6,23,329.5833333
1994,6,24,315.8333333
1994,6,25,362.5
1994,6,26,358.75
1994,6,27,370
1994,6,28,364.5833333
1994,6,29,365.8333333
1994,6,30,351.6666667
1994,7,1,354.1666667
1994,7,2,346.6666667
1994,7,3,339.5833333
1994,7,4,349.1666667
1994,7,5,352.9166667
1994,7,6,347.9166667
1994,7,7,359.5833333
1994,7,8,345.8333333
1994,7,9,339.1666667
1994,7,10,329.1666667
1994,7,11,300.4166667
1994,7,12,338.75
1994,7,13,347.5
1994,7,14,316.25
1994,7,15,310.8333333
1994,7,16,312.5
1994,7,17,298.3333333
1994,7,18,302.0833333
1994,7,19,330.4166667
1994,7,20,353.75
1994,7,21,339.1666667
1994,7,22,332.0833333
1994,7,23,329.5833333
1994,7,24,297.0833333
1994,7,25,334.1666667
1994,7,26,327.9166667
1994,7,27,338.3333333
1994,7,28,325
1994,7,29,315.4166667
1994,7,30,302.5
1994,7,31,300.4166667
1994,8,1,290.4166667
1994,8,2,298.75
1994,8,3,333.3333333
1994,8,4,338.75
1994,8,5,331.6666667
1994,8,6,324.5833333
1994,8,7,315.8333333
1994,8,8,302.5
1994,8,9,310
1994,8,10,316.25
1994,8,11,315
1994,8,12,316.6666667
1994,8,13,310.8333333
1994,8,14,307.0833333
1994,8,15,287.9166667
1994,8,16,303.75
1994,8,17,301.25
1994,8,18,279.5833333
1994,8,19,274.1666667
1994,8,20,288.75
1994,8,21,280.8333333
1994,8,22,298.3333333
1994,8,23,308.75
1994,8,24,302.9166667
1994,8,25,298.3333333
1994,8,26,292.9166667
1994,8,27,282.5
1994,8,28,282.9166667
1994,8,29,274.1666667
1994,8,30,265.4166667
1994,8,31,287.5
1994,9,1,289.1666667
1994,9,2,291.6666667
1994,9,3,286.6666667
1994,9,4,269.1666667
1994,9,5,282.5
1994,9,6,269.5833333
1994,9,7,272.5
1994,9,8,287.0833333
1994,9,9,288.3333333
1994,9,10,279.1666667
1994,9,11,273.75
1994,9,12,269.5833333
1994,9,13,263.3333333
1994,9,14,267.5
1994,9,15,254.5833333
1994,9,16,235.8333333
1994,9,17,232.9166667
1994,9,18,227.5
1994,9,19,227.9166667
1994,9,20,230.4166667
1994,9,21,215.8333333
1994,9,22,235.8333333
1994,9,23,225.4166667
1994,9,24,172.9166667
1994,9,25,209.5833333
1994,9,26,195.8333333
1994,9,27,176.25
1994,9,28,206.25
1994,9,29,225
1994,9,30,220.4166667
1994,10,1,221.6666667
1994,10,2,211.6666667
1994,10,3,224.5833333
1994,10,4,227.0833333
1994,10,5,211.6666667
1994,10,6,220
1994,10,7,161.6666667
1994,10,8,152.5
1994,10,9,187.9166667
1994,10,10,148.75
1994,10,11,156.6666667
1994,10,12,219.1666667
1994,10,13,106.25
1994,10,14,142.9166667
1994,10,15,158.3333333
1994,10,16,99.16666667
1994,10,17,124.1666667
1994,10,18,84.16666667
1994,10,19,192.5
1994,10,20,129.1666667
1994,10,21,147.9166667
1994,10,22,120.8333333
1994,10,23,122.9166667
1994,10,24,62.5
1994,10,25,113.75
1994,10,26,152.5
1994,10,27,136.6666667
1994,10,28,164.1666667
1994,10,29,179.1666667
1994,10,30,172.9166667
1994,10,31,159.5833333
1994,11,1,174.1666667
1994,11,2,138.75
1994,11,3,115.8333333
1994,11,4,145
1994,11,5,138.3333333
1994,11,6,76.25
1994,11,7,163.75
1994,11,8,165.4166667
1994,11,9,129.1666667
1994,11,10,103.75
1994,11,11,115.8333333
1994,11,12,119.1666667
1994,11,13,101.25
1994,11,14,140.8333333
1994,11,15,39.58333333
1994,11,16,70.41666667
1994,11,17,122.5
1994,11,18,72.5
1994,11,19,34.58333333
1994,11,20,77.91666667
1994,11,21,16.25
1994,11,22,42.5
1994,11,23,67.91666667
1994,11,24,122.5
1994,11,25,118.75
1994,11,26,101.6666667
1994,11,27,97.5
1994,11,28,76.25
1994,11,29,35.41666667
1994,11,30,134.1666667
1994,12,1,26.66666667
1994,12,2,120.8333333
1994,12,3,127.5
1994,12,4,129.1666667
1994,12,5,135
1994,12,6,89.16666667
1994,12,7,101.6666667
1994,12,8,60.83333333
1994,12,9,118.75
1994,12,10,89.16666667
1994,12,11,51.25
1994,12,12,102.0833333
1994,12,13,115.8333333
1994,12,14,118.3333333
1994,12,15,94.58333333
1994,12,16,40.83333333
1994,12,17,117.0833333
1994,12,18,75.41666667
1994,12,19,93.33333333
1994,12,20,104.1666667
1994,12,21,81.66666667
1994,12,22,67.08333333
1994,12,23,103.75
1994,12,24,133.75
1994,12,25,128.75
1994,12,26,123.75
1994,12,27,59.58333333
1994,12,28,115.4166667
1994,12,29,95.83333333
1994,12,30,79.58333333
1994,12,31,64.16666667
1995,1,1,65.41666667
1995,1,2,112.9166667
1995,1,3,125
1995,1,4,84.58333333
1995,1,5,116.6666667
1995,1,6,82.5
1995,1,7,127.5
1995,1,8,141.25
1995,1,9,98.75
1995,1,10,111.6666667
1995,1,11,50
1995,1,12,115.4166667
1995,1,13,107.5
1995,1,14,122.5
1995,1,15,120.8333333
1995,1,16,113.3333333
1995,1,17,90.41666667
1995,1,18,89.58333333
1995,1,19,107.0833333
1995,1,20,144.5833333
1995,1,21,34.16666667
1995,1,22,75
1995,1,23,55.41666667
1995,1,24,72.91666667
1995,1,25,75.83333333
1995,1,26,125.4166667
1995,1,27,125
1995,1,28,124.1666667
1995,1,29,169.5833333
1995,1,30,83.75
1995,1,31,163.75
1995,2,1,152.9166667
1995,2,2,165.8333333
1995,2,3,173.3333333
1995,2,4,168.3333333
1995,2,5,121.6666667
1995,2,6,37.08333333
1995,2,7,143.75
1995,2,8,172.5
1995,2,9,113.3333333
1995,2,10,121.6666667
1995,2,11,172.5
1995,2,12,181.25
1995,2,13,174.1666667
1995,2,14,167.9166667
1995,2,15,186.6666667
1995,2,16,167.9166667
1995,2,17,188.3333333
1995,2,18,190.8333333
1995,2,19,176.25
1995,2,20,102.5
1995,2,21,79.16666667
1995,2,22,192.9166667
1995,2,23,221.6666667
1995,2,24,218.3333333
1995,2,25,196.6666667
1995,2,26,176.25
1995,2,27,216.6666667
1995,2,28,197.9166667
1995,3,1,195.8333333
1995,3,2,234.5833333
1995,3,3,233.75
1995,3,4,232.0833333
1995,3,5,217.9166667
1995,3,6,212.9166667
1995,3,7,195.4166667
1995,3,8,91.66666667
1995,3,9,230.4166667
1995,3,10,220
1995,3,11,225
1995,3,12,247.5
1995,3,13,211.25
1995,3,14,67.5
1995,3,15,230.4166667
1995,3,16,173.75
1995,3,17,254.1666667
1995,3,18,100.4166667
1995,3,19,250.4166667
1995,3,20,274.5833333
1995,3,21,268.75
1995,3,22,274.1666667
1995,3,23,231.6666667
1995,3,24,137.5
1995,3,25,220.8333333
1995,3,26,271.25
1995,3,27,188.3333333
1995,3,28,227.9166667
1995,3,29,116.6666667
1995,3,30,270
1995,3,31,268.3333333
1995,4,1,177.9166667
1995,4,2,233.3333333
1995,4,3,199.1666667
1995,4,4,283.75
1995,4,5,297.0833333
1995,4,6,285.8333333
1995,4,7,211.6666667
1995,4,8,107.9166667
1995,4,9,278.75
1995,4,10,216.25
1995,4,11,257.5
1995,4,12,199.1666667
1995,4,13,144.1666667
1995,4,14,295.4166667
1995,4,15,247.0833333
1995,4,16,249.1666667
1995,4,17,264.1666667
1995,4,18,166.25
1995,4,19,297.0833333
1995,4,20,312.0833333
1995,4,21,294.1666667
1995,4,22,328.3333333
1995,4,23,319.5833333
1995,4,24,215.4166667
1995,4,25,292.9166667
1995,4,26,280
1995,4,27,211.25
1995,4,28,157.5
1995,4,29,323.3333333
1995,4,30,244.5833333
1995,5,1,98.75
1995,5,2,313.3333333
1995,5,3,242.0833333
1995,5,4,217.0833333
1995,5,5,241.25
1995,5,6,204.5833333
1995,5,7,299.5833333
1995,5,8,300.8333333
1995,5,9,290.4166667
1995,5,10,323.3333333
1995,5,11,324.5833333
1995,5,12,319.1666667
1995,5,13,310.8333333
1995,5,14,355
1995,5,15,341.25
1995,5,16,325.4166667
1995,5,17,309.1666667
1995,5,18,322.5
1995,5,19,335
1995,5,20,348.3333333
1995,5,21,361.6666667
1995,5,22,363.3333333
1995,5,23,364.5833333
1995,5,24,347.9166667
1995,5,25,350.8333333
1995,5,26,320
1995,5,27,306.6666667
1995,5,28,327.9166667
1995,5,29,325
1995,5,30,343.75
1995,5,31,327.9166667
1995,6,1,269.1666667
1995,6,2,332.0833333
1995,6,3,333.3333333
1995,6,4,358.3333333
1995,6,5,310.4166667
1995,6,6,340.4166667
1995,6,7,312.9166667
1995,6,8,232.9166667
1995,6,9,332.0833333
1995,6,10,334.1666667
1995,6,11,335
1995,6,12,344.5833333
1995,6,13,357.5
1995,6,14,353.3333333
1995,6,15,265.8333333
1995,6,16,362.5
1995,6,17,359.5833333
1995,6,18,327.0833333
1995,6,19,351.6666667
1995,6,20,348.75
1995,6,21,351.25
1995,6,22,371.6666667
1995,6,23,369.5833333
1995,6,24,368.3333333
1995,6,25,355.4166667
1995,6,26,353.3333333
1995,6,27,344.5833333
1995,6,28,346.6666667
1995,6,29,351.6666667
1995,6,30,350
1995,7,1,330.8333333
1995,7,2,327.0833333
1995,7,3,283.75
1995,7,4,338.75
1995,7,5,359.1666667
1995,7,6,364.1666667
1995,7,7,362.9166667
1995,7,8,349.5833333
1995,7,9,290
1995,7,10,318.75
1995,7,11,272.5
1995,7,12,333.3333333
1995,7,13,321.6666667
1995,7,14,335
1995,7,15,331.6666667
1995,7,16,335
1995,7,17,335.8333333
1995,7,18,329.1666667
1995,7,19,327.9166667
1995,7,20,346.25
1995,7,21,352.5
1995,7,22,316.6666667
1995,7,23,339.5833333
1995,7,24,329.5833333
1995,7,25,334.5833333
1995,7,26,344.1666667
1995,7,27,350.4166667
1995,7,28,339.5833333
1995,7,29,350
1995,7,30,347.9166667
1995,7,31,339.5833333
1995,8,1,330
1995,8,2,330
1995,8,3,313.3333333
1995,8,4,304.1666667
1995,8,5,315.8333333
1995,8,6,304.1666667
1995,8,7,313.75
1995,8,8,309.5833333
1995,8,9,337.5
1995,8,10,337.0833333
1995,8,11,320.4166667
1995,8,12,328.75
1995,8,13,332.5
1995,8,14,334.1666667
1995,8,15,316.25
1995,8,16,313.75
1995,8,17,309.1666667
1995,8,18,299.5833333
1995,8,19,288.75
1995,8,20,284.5833333
1995,8,21,283.3333333
1995,8,22,278.75
1995,8,23,258.75
1995,8,24,271.6666667
1995,8,25,293.3333333
1995,8,26,285
1995,8,27,282.0833333
1995,8,28,280.8333333
1995,8,29,295.8333333
1995,8,30,264.1666667
1995,8,31,289.5833333
1995,9,1,308.75
1995,9,2,268.75
1995,9,3,265.4166667
1995,9,4,265.4166667
1995,9,5,262.9166667
1995,9,6,271.6666667
1995,9,7,257.9166667
1995,9,8,272.5
1995,9,9,285.8333333
1995,9,10,280
1995,9,11,278.75
1995,9,12,277.0833333
1995,9,13,272.9166667
1995,9,14,262.9166667
1995,9,15,250
1995,9,16,250.8333333
1995,9,17,223.75
1995,9,18,236.6666667
1995,9,19,241.6666667
1995,9,20,263.75
1995,9,21,261.25
1995,9,22,240.4166667
1995,9,23,200
1995,9,24,209.5833333
1995,9,25,235.8333333
1995,9,26,238.75
1995,9,27,221.6666667
1995,9,28,207.9166667
1995,9,29,202.9166667
1995,9,30,215.4166667
1995,10,1,229.5833333
1995,10,2,147.0833333
1995,10,3,245.8333333
1995,10,4,235
1995,10,5,243.3333333
1995,10,6,242.0833333
1995,10,7,236.25
1995,10,8,236.25
1995,10,9,225.8333333
1995,10,10,230
1995,10,11,228.75
1995,10,12,223.3333333
1995,10,13,225.4166667
1995,10,14,215
1995,10,15,209.1666667
1995,10,16,212.0833333
1995,10,17,203.3333333
1995,10,18,177.5
1995,10,19,187.5
1995,10,20,197.9166667
1995,10,21,205.8333333
1995,10,22,176.6666667
1995,10,23,160
1995,10,24,149.1666667
1995,10,25,95
1995,10,26,171.25
1995,10,27,157.0833333
1995,10,28,175
1995,10,29,103.3333333
1995,10,30,192.0833333
1995,10,31,181.6666667
1995,11,1,130.4166667
1995,11,2,80.83333333
1995,11,3,141.6666667
1995,11,4,111.25
1995,11,5,140.8333333
1995,11,6,155.4166667
1995,11,7,63.75
1995,11,8,117.5
1995,11,9,76.66666667
1995,11,10,149.5833333
1995,11,11,163.75
1995,11,12,155
1995,11,13,136.6666667
1995,11,14,157.9166667
1995,11,15,152.0833333
1995,11,16,155.4166667
